OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
1263,"(-72.58542572999994, 42.22028097000003)",MA00600,,HILLSIDE BEACH DAM,,,-72.58542572999994,42.22028097000003,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30485.0,,,S. HADLEY,,BUTTERY BROOK,0.0,HILLCREST PARK CONDOMINUMS,P,,,RE,X,U,R,,,332.0,21.0,,17.5,21.0,,21.0,15.0,21.0,3.8,0.8,Y,2016-09-23,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,01-APR-13,1263
1264,"(-72.75221327999998, 42.40749599000003)",MA00601,,,,,-72.75221327999998,42.40749599000003,,,,Williamsburg,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264
1265,"(-72.89049675999996, 42.35431828000003)",MA00602,,,,,-72.89049675999996,42.35431828000003,,,,Chesterfield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265
1266,"(-72.69599250999994, 42.16249614000003)",MA00603,,CHAPIN POND,,,-72.69599250999994,42.16249614000003,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Westfield,Water Resources Department,Verified,,,,,,,,,,30486.0,,,WESTFIELD,,POND BROOK,0.0,"CITY OF WESTFIELD, WATER RESOURCES DEPARTMENT",L,,,PGRE,X,U,IRS,,,225.0,15.0,,12.6,15.0,,322.0,154.0,322.0,,3.99,NR,2008-09-09,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1266
1267,"(-72.73753561999996, 42.14769798000003)",MA00604,,ARM BROOK PL-566 FLOOD CONTROL DAM,,,-72.73753561999996,42.14769798000003,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Westfield,"PL-566/Flood Control, Flood Commission",Verified,,,,,,,,,,30487.0,0,,WESTFIELD,HAMPDEN,ARM BROOK,,"CITY OF WESTFIELD, PL-566/FLOOD CONTROL, FLOOD COMMISSION",L,USDA NRCS,N,RE,X,U,C,,,760.0,57.5,,52.5,57.5,,980.0,141.0,980.0,12.8,3.9,Y,2016-10-26,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,U,0.0,0.0,0.0,0.0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,14-MAR-16,1267
1268,"(-72.74608615999995, 42.14526366000007)",MA00605,,POWDERMILL BROOK PL-566 FLOOD CONTROL DAM,,,-72.74608615999995,42.14526366000007,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Westfield,"PL-566/Flood Control, Flood Commission",Verified,,,,,,,,,,30488.0,0,,WESTFIELD,HAMPDEN,POWDERMILL BROOK,,"CITY OF WESTFIELD, PL-566/FLOOD CONTROL, FLOOD COMMISSION",L,USDA NRCS,N,RE,X,U,C,,,570.0,48.0,,43.0,48.0,,1160.0,6.0,1160.0,0.64,4.3,Y,2016-10-26,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,U,0.0,0.0,0.0,0.0,USDA NRCS,USDA NRCS,USDA NRCS,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,14-MAR-16,1268
1269,"(-72.78695002999996, 42.25482161000008)",MA00606,,WHITE RESERVOIR DAM,,,-72.78695002999996,42.25482161000008,,,,Southampton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Holyoke,Water Works,Verified,,,,,,,,,,30489.0,,,SOUTHAMPTON,,MANHAN RIVER,0.0,"CITY OF HOLYOKE, WATER WORKS",L,,,MSPG,X,U,S,,,350.0,51.0,,48.0,51.0,,2460.0,0.0,2460.0,118.0,4.4,NR,2013-10-30,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1269
1270,"(-72.56635399999993, 42.29493400000007)",MA00607,,LITHIA SPRINGS RESERVOIR DAM,,,-72.56635399999993,42.29493400000007,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,State Forest & Parks,Verified,,,,,,,,,,30490.0,,,S. HADLEY,,TRIBUTARY OF ELMER BROOK,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,RE,X,U,FR,,,360.0,26.0,,23.0,26.0,,190.0,150.0,190.0,0.02,1.0,NR,2015-05-06,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1270
1271,"(-72.82944020999997, 42.11906915000003)",MA00608,,WEST PARISH FILTER #1 DAM,,,-72.82944020999997,42.11906915000003,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,Water and Sewer Commission,Verified,,,,,,,,,,30491.0,,,WESTFIELD,,COOK BROOK,0.0,"CITY OF SPRINGFIELD, WATER AND SEWER COMMISSION",L,,,RE,X,U,S,,,335.0,28.0,,17.0,28.0,,23.0,9.0,23.0,1.5,0.88,NR,2015-10-07,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1271
1272,"(-72.83043822999997, 42.11769734000006)",MA00609,,WEST PARISH FILTER #2 DAM,,,-72.83043822999997,42.11769734000006,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,Water and Sewer Commission,Verified,,,,,,,,,,30492.0,,,WESTFIELD,,COOKS BROOK,0.0,"CITY OF SPRINGFIELD, WATER AND SEWER COMMISSION",L,,,RE,X,U,S,,,650.0,30.0,,26.0,30.0,,50.0,35.0,50.0,3.5,0.86,NR,2015-10-07,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1272
1273,"(-72.83399804999993, 42.11852937000003)",MA00610,,WEST PARISH FILTER #3 DAM,,,-72.83399804999993,42.11852937000003,,,,Westfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,Water and Sewer Commission,Verified,,,,,,,,,,30493.0,,,WESTFIELD,,SWSC INTAKE TUNNEL,0.0,"CITY OF SPRINGFIELD, WATER AND SEWER COMMISSION",L,,,RE,X,U,S,,,800.0,39.0,,33.0,39.0,,155.5,120.6,155.5,10.3,0.07,Y,2017-11-07,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,28-SEP-17,1273
1274,"(-72.64734368999996, 42.09919251000008)",MA00611,,WEST SPRINGFIELD,,,-72.64734368999996,42.09919251000008,,,,West Springfield,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,FERC Jurisdiction,,Private,Private,,NOT Verified,,,,,,,,,,30494.0,,,,HAMPDEN,WESTFIELD RIVER,0.0,"A & D HYDRO, INC.",P,,N,CNTC,,,H,,,475.0,18.0,,,18.0,48000.0,200.0,200.0,200.0,20.0,512.0,NR,2016-08-22,3.0,N,,U,450.0,,0.0,0.0,0.0,0.0,,,,FERC,FERC,,,,FERC,05-AUG-18,,Richard E. Neal (D),D,MA01,,1.0,N,N,N,N,21-FEB-13,1274
1275,"(-72.63349979999998, 42.12482834000008)",MA00612,,SPRINGFIELD COUNTRY CLUB DAM,,,-72.63349979999998,42.12482834000008,,,,West Springfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30495.0,,,W. SPRINGFIELD,,BAGG BROOK,0.0,"SPRINGFIELD C.C., LLC",P,,,RE,X,U,O,,,200.0,15.0,,9.7,15.0,,120.0,48.0,120.0,4.0,0.82,NR,2017-05-11,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1275
1276,"(-72.26163771999995, 42.04138941000008)",MA00613,,,,,-72.26163771999995,42.04138941000008,,,,Wales,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Private Association or other non-profit,Private Association or other non-profit,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276
1277,"(-72.30832917999999, 42.12242820000006)",MA00614,,CHURCH MANUFACTURING CO. DAM,,,-72.30832917999999,42.12242820000006,,,,Monson,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30496.0,,,MONSON,,CONANT BROOK,0.0,"RJA REALTY HOLDINGS, INC.",P,,,OTPG,X,U,R,,,90.0,13.5,,10.0,13.5,,145.0,80.0,145.0,16.0,21.6,NR,2017-11-20,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1277
1278,"(-72.85852305999998, 42.15663377000004)",MA00615,,RUSSELL POND DAM,,,-72.85852305999998,42.15663377000004,,,,Russell,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30497.0,,,RUSSELL,,POND BROOK,0.0,"WORONOCO REALTY, LLC",P,,,RE,X,U,R,,,200.0,10.0,,8.6,10.0,,500.0,420.0,500.0,500.0,0.8,NR,2016-04-23,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1278
1279,"(-72.13662299999999, 42.35246200000006)",MA00616,,WHEELWRIGHT POND DAM,,,-72.13662299999999,42.35246200000006,,,,New Braintree,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30498.0,,,NEW BRAINTREE,,WARE RIVER,0.0,"RAITTO INDUSTRIAL PARK, INC.",P,,,CNRE,X,U,O,,,500.0,17.0,,10.0,17.0,,250.0,150.0,250.0,20.0,6.3,NR,2013-07-30,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1279
1280,"(-72.13384147999994, 42.363907710000035)",MA00617,,PINE BROOK DAM,,,-72.13384147999994,42.363907710000035,,,,Hardwick,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30499.0,,,HARDWICK,,PINE HILL BROOK,0.0,SOUTH BARRE ROD AND GUN CLUB,P,,,CNRE,X,U,R,,,120.0,7.0,,5.0,7.0,,80.0,50.0,80.0,,2.4,NR,2009-04-01,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1280
1281,"(-72.23099739999998, 42.34026096000008)",MA00618,,PATRILL HOLLOW POND DAM,,,-72.23099739999998,42.34026096000008,,,,Hardwick,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DFG - Dept. of Fisheries and Wildlife,,Verified,,,,,,,,,,30500.0,,,HARDWICK,,,0.0,DFG - DEPT. OF FISH AND GAME,S,,,RE,X,U,O,,,225.0,13.02,,9.76,13.02,,96.0,21.2,96.0,0.017,8.73,NR,2009-12-11,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1281
1282,"(-71.86596779999996, 42.296302300000036)",MA00619,,HOLDEN RESERVOIR DAM #2,,,-71.86596779999996,42.296302300000036,,,,Holden,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Worcester,Department of Public Works & Parks,Verified,,,,,,,,,,30501.0,,,HOLDEN,,TATNUCK BROOK,0.0,"CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS",L,,,RE,X,U,S,,,715.0,66.1,,54.8,66.1,,1900.0,758.0,1900.0,50.5,5.3,Y,2017-12-07,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,01-JUN-07,1282
1283,"(-71.83901399999996, 42.36138600000004)",MA00620,,UNIONVILLE POND DAM,,,-71.83901399999996,42.36138600000004,,,,Holden,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,Water Supply Protection - Wachusett,Verified,,,,,,,,,,30502.0,,,HOLDEN,,CHAFFINS BROOK,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,RE,X,U,FR,,,150.0,21.0,,12.0,21.0,,380.0,100.0,380.0,19.0,6.4,Y,2017-06-30,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,30-APR-14,1283
1284,"(-71.83679299999994, 42.335518000000036)",MA00621,,CHAFFIN POND DAM,,,-71.83679299999994,42.335518000000036,,,,Holden,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30503.0,,,HOLDEN,,POOR FARM BROOK,0.0,UNKNOWN,P,,,RE,X,U,S,,,135.0,10.0,,4.0,10.0,,920.0,170.0,920.0,0.15,4.4,NR,2017-11-20,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,N,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1284
1285,"(-71.88890575999994, 42.34778077000004)",MA00622,,KENDALL RESERVOIR DAM,,,-71.88890575999994,42.34778077000004,,,,Holden,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Worcester,Department of Public Works & Parks,Verified,,,,,,,,,,30504.0,,,HOLDEN,,KENDALL BROOK,0.0,"CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS",L,,,RE,X,U,S,,,1120.0,39.0,,33.0,39.0,,3850.0,2850.0,3850.0,180.0,1.71,Y,2015-10-29,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,01-JUN-07,1285
1286,"(-71.90499999999997, 42.351000000000056)",MA00623,,PINE HILL RESERVOIR DAM,,,-71.90499999999997,42.351000000000056,,,,Holden,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Worcester,Department of Public Works & Parks,Verified,,,,,,,,,,30505.0,,,HOLDEN,,ASNEBUMSKIT BROOK,0.0,"CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS",L,,,CNPG,X,U,S,,,840.0,70.0,,60.0,70.0,,13023.0,9398.0,13023.0,0.525,6.7,Y,2017-01-11,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,01-JUN-07,1286
1287,"(-71.54467299999999, 42.132963000000075)",MA00624,,HOPEDALE POND DAM,,,-71.54467299999999,42.132963000000075,,,,Hopedale,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30506.0,,,HOPEDALE,,MILL RIVER,0.0,"HOPEDALE PROPERTIES, LLC",P,,,RE,X,U,PR,,,300.0,19.4,,14.83,19.4,,990.0,450.0,990.0,90.0,9.97,NR,2017-07-18,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,1287
1288,"(-71.56319499999995, 42.15365300000008)",MA00625,,MILL POND DAM,,,-71.56319499999995,42.15365300000008,,,,Hopedale,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30507.0,,,HOPEDALE,,MILL RIVER,0.0,ONE HUNDRED FORTY REALTY TRUST,P,,,RE,X,U,O,,,145.0,12.5,,8.5,12.5,,210.0,120.0,210.0,21.2,6.63,NR,2013-06-10,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,1288
1289,"(-71.56421048999994, 42.16616585000003)",MA00626,,FISKE MILL POND DAM,,,-71.56421048999994,42.16616585000003,,,,Upton,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30508.0,,,UPTON,,MILL RIVER,0.0,"FIRST AMERICAN REALTY, INC.",P,,,PGRE,X,U,S,,,,15.0,,10.0,15.0,,75.0,56.0,75.0,,,NR,,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1289
1290,"(-71.55390342999993, 42.181799700000056)",MA00627,,LAKE MASPENOCK DAM,,,-71.55390342999993,42.181799700000056,,,,Milford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Hopkinton,Board of Selectmen,Verified,,,,,,,,,,30509.0,,,MILFORD,,"MILL RIVER, TRIBUTARY OF BLACKSTONE",0.0,"TOWN OF HOPKINTON, BOARD OF SELECTMEN",L,,,MS,X,U,R,,,800.0,18.0,,16.0,18.0,,1000.0,800.0,1000.0,238.0,2.84,Y,2017-07-06,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,01-AUG-13,1290
1291,"(-71.51375399999995, 42.14748600000007)",MA00628,,CEDAR SWAMP POND DAM,,,-71.51375399999995,42.14748600000007,,,,Milford,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Milford,Board of Selectmen,Verified,,,,,,,,,,30510.0,,,MILFORD,,CHARLES RIVER,0.0,"TOWN OF MILFORD, BOARD OF SELECTMEN",L,,,RE,X,U,R,,,300.0,7.7,,4.4,7.7,,720.0,400.0,720.0,80.0,8.5,NR,2016-07-11,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,1291
1292,"(-71.52133731999999, 42.156260830000065)",MA00629,,LOUISA LAKE DAM,,,-71.52133731999999,42.156260830000065,,,,Milford,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Milford,Board of Selectmen,Verified,,,,,,,,,,30511.0,,,MILFORD,,HUCKLEBERRY BROOK,0.0,"TOWN OF MILFORD, BOARD OF SELECTMEN",L,,,RE,X,U,R,,,350.0,12.7,,11.7,12.7,,81.0,36.0,81.0,18.2,3.73,NR,2015-07-31,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,1292
1293,"(-72.01226231999993, 42.69407866000006)",MA00630,,WHITES MILL POND DAM,,,-72.01226231999993,42.69407866000006,,,,Winchendon,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30512.0,,,WINCHENDON,,NORTH BRANCH OF MILLERS RIVER,0.0,BRANDYWINE FARM,P,,,REST,X,U,PR,,,340.0,12.5,,10.5,12.5,,272.0,148.0,272.0,37.0,1.1,Y,2018-01-03,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Lori Trahan (D),D,MA03,,0.0,Y,Y,Y,Y,01-JAN-07,1293
1294,"(-72.00060799999994, 42.70059800000007)",MA00631,,LAKE MONOMONAC DAM,,,-72.00060799999994,42.70059800000007,,,,Winchendon,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Winchendon,Department of Public Works,Verified,,,,,,,,,,30513.0,,,WINCHENDON,,NORTH BRANCH OF MILLERS RIVER,0.0,"TOWN OF WINCHENDON, DEPARTMENT OF PUBLIC WORKS",L,,,RE,X,U,R,,,250.0,15.5,,10.3,15.5,,4340.0,1880.0,4340.0,595.0,18.5,Y,2016-11-08,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Lori Trahan (D),D,MA03,,0.0,Y,Y,Y,Y,23-SEP-13,1294
1295,"(-72.04262720999998, 42.682889130000035)",MA00633,,WHITNEY POND DAM,,,-72.04262720999998,42.682889130000035,,,,Winchendon,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Winchendon,Department of Public Works,Verified,,,,,,,,,,30514.0,,,WINCHENDON,,MILLERS RIVER,0.0,"TOWN OF WINCHENDON, DEPARTMENT OF PUBLIC WORKS",L,,,RE,X,U,R,,,887.0,26.5,,13.6,26.5,,2100.0,410.0,2100.0,44.0,52.0,Y,2017-11-15,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Lori Trahan (D),D,MA03,,0.0,Y,Y,Y,Y,23-SEP-13,1295
1296,"(-72.04856889999996, 42.67869263000006)",MA00634,,HUNTS POND,,,-72.04856889999996,42.67869263000006,,,,Winchendon,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,FERC Jurisdiction,,Private,Private,,NOT Verified,,,,,,,,,,30515.0,,,,WORCESTER,MILLERS RIVER,0.0,WINCHENDON HYDROELECTRIC LLC,P,,N,CNPG,,,H,,,184.0,15.0,,,15.0,4900.0,120.0,120.0,120.0,13.0,54.0,NR,2018-05-23,3.0,N,,U,97.0,,0.0,0.0,0.0,0.0,,,,FERC,FERC,,,,FERC,05-AUG-18,,Lori Trahan (D),D,MA03,,1.0,N,N,N,N,22-DEC-14,1296
